country_region,date,res_pct_chnge
Mali,2020-06-27,3.5
Mali,2020-06-28,3.5
Mali,2020-06-29,6.5
Mali,2020-06-30,5
Mali,2020-07-01,6
Mali,2020-07-02,6
Mali,2020-07-03,5.5
Mali,2020-07-04,4
Mali,2020-07-05,6
Mali,2020-07-06,5
Mali,2020-07-07,5.5
Mali,2020-07-08,5
Mali,2020-07-09,5
Mali,2020-07-10,13
Mali,2020-07-11,11.5
Mali,2020-07-12,6.5
Mali,2020-07-13,14
Mali,2020-07-14,7
Mali,2020-07-15,6
Mali,2020-07-16,9.5
Mali,2020-07-17,9.5
Mali,2020-07-18,8
Mali,2020-07-19,3.5
Mali,2020-07-20,12.5
Mali,2020-07-21,6
Mali,2020-07-22,8
Mali,2020-07-23,5
Mali,2020-07-24,7
Mali,2020-07-25,5
Mali,2020-07-26,5
Mali,2020-07-27,8
Mali,2020-07-28,3.5
Mali,2020-07-29,5
Mali,2020-07-30,5
Mali,2020-07-31,18
Mali,2020-08-01,13
Mali,2020-08-02,4.5
Mali,2020-08-03,14.5
Mali,2020-08-04,7
Mali,2020-08-05,7.5
Mali,2020-08-06,5
Mali,2020-08-07,7.5
Mali,2020-08-08,5
Mali,2020-08-09,2.5
Mali,2020-08-10,3
Mali,2020-08-11,13
Mali,2020-08-12,6
Mali,2020-08-13,4
Mali,2020-08-14,4
Mali,2020-08-15,4
Mali,2020-08-16,4
Mali,2020-08-17,3
Mali,2020-08-18,14
Mali,2020-08-19,17.5
Mali,2020-08-20,9
Mali,2020-08-21,9.5
Mali,2020-08-22,9
Mali,2020-08-23,5.5
Mali,2020-08-24,5.5
Mali,2020-08-25,8
Mali,2020-08-26,5.5
Mali,2020-08-27,7.5
Mali,2020-08-28,7
Mali,2020-08-29,8
Mali,2020-08-30,5.5
Mali,2020-08-31,8
Mali,2020-09-01,5.5
Mali,2020-09-02,5.5
Mali,2020-09-03,7.5
Mali,2020-09-04,7.5
Mali,2020-09-05,5.5
Mali,2020-09-06,5.5
Mali,2020-09-07,4.5
Mali,2020-09-08,5.5
Mali,2020-09-09,5.5
Mali,2020-09-10,8
Mali,2020-09-11,7
Mali,2020-09-12,7
Mali,2020-09-13,5
Mali,2020-09-14,4.5
Mali,2020-09-15,4.5
Mali,2020-09-16,7
Mali,2020-09-17,9.5
Mali,2020-09-18,5.5
Mali,2020-09-19,4.5
Mali,2020-09-20,6
Mali,2020-09-21,3
Mali,2020-09-22,13
Mali,2020-09-23,3.5
Mali,2020-09-24,3
Mali,2020-09-25,6
Mali,2020-09-26,4
Mali,2020-09-27,3
Mali,2020-09-28,3.5
Mali,2020-09-29,2
Mali,2020-09-30,-2.5
Mali,2020-10-01,-7.5
Mali,2020-10-02,-6.5
Mali,2020-10-03,-7.5
Mali,2020-10-04,-7
Mali,2020-10-05,-8.5
Mali,2020-10-06,-9.5
Mali,2020-10-07,-4
Mali,2020-10-08,-1
Mali,2020-10-09,1
Mali,2020-10-10,2
Mali,2020-10-11,4
Mali,2020-10-12,0
Mali,2020-10-13,0
Mali,2020-10-14,0.5
Mali,2020-10-15,2
Mali,2020-10-16,2
Mali,2020-10-17,2
Mali,2020-10-18,2.5
Mali,2020-10-19,1.5
Mali,2020-10-20,1
Mali,2020-10-21,2
Mali,2020-10-22,0.5
Mali,2020-10-23,2
Mali,2020-10-24,1
Mali,2020-10-25,1
Mali,2020-10-26,0.5
Mali,2020-10-27,0.5
Mali,2020-10-28,-0.5
Mali,2020-10-29,10.5
Mali,2020-10-30,1.5
Mali,2020-10-31,2
Mali,2020-11-01,2.5
Mali,2020-11-02,0
Mali,2020-11-03,-1
Mali,2020-11-04,10
Mali,2020-11-05,-0.5
Mali,2020-11-06,0
Mali,2020-11-07,0
Mali,2020-11-08,1.5
Mali,2020-11-09,-0.5
Mali,2020-11-10,0
Mali,2020-11-11,0.5
Mali,2020-11-12,1
Mali,2020-11-13,0.5
Mali,2020-11-14,0
Mali,2020-11-15,1.5
Mali,2020-11-16,0
Mali,2020-11-17,1
Mali,2020-11-18,3
Mali,2020-11-19,3
Mali,2020-11-20,3
Mali,2020-11-21,0.5
Mali,2020-11-22,1.5
Mali,2020-11-23,0.5
Mali,2020-11-24,0.5
Mali,2020-11-25,1.5
Mali,2020-11-26,1
Mali,2020-11-27,1
Mali,2020-11-28,1
Mali,2020-11-29,1.5
Mali,2020-11-30,1
Mali,2020-12-01,1
Mali,2020-12-02,2
Mali,2020-12-03,1.5
Mali,2020-12-04,1
Mali,2020-12-05,0
Mali,2020-12-06,0.5
Mali,2020-12-07,1
Mali,2020-12-08,2
Mali,2020-12-09,3.5
Mali,2020-12-10,4.5
Mali,2020-12-11,4
Mali,2020-12-12,2
Mali,2020-12-13,1.5
Mali,2020-12-14,5
Mali,2020-12-15,4.5
Mali,2020-12-16,6
Mali,2020-12-17,6.5
Mali,2020-12-18,7
Mali,2020-12-19,3
Mali,2020-12-20,3
Mali,2020-12-21,4.5
Mali,2020-12-22,4.5
Mali,2020-12-23,5.5
Mali,2020-12-24,4.5
Mali,2020-12-25,10.5
Mali,2020-12-26,4
Mali,2020-12-27,1.5
Mali,2020-12-28,4.5
Mali,2020-12-29,4
Mali,2020-12-30,4.5
Mali,2020-12-31,3.5
Mali,2021-01-01,15.5
Mali,2021-01-02,5.5
Mali,2021-01-03,4
Mali,2021-01-04,3
Mali,2021-01-05,3.5
Mali,2021-01-06,5.5
Mali,2021-01-07,5.5
Mali,2021-01-08,4.5
Mali,2021-01-09,0.5
Mali,2021-01-10,0.5
Mali,2021-01-11,2.5
Mali,2021-01-12,2.5
Mali,2021-01-13,2.5
Mali,2021-01-14,2.5
Mali,2021-01-15,2.5
Mali,2021-01-16,2
Mali,2021-01-17,2
Mali,2021-01-18,3
Mali,2021-01-19,2.5
Mali,2021-01-20,11.5
Mali,2021-01-21,3
Mali,2021-01-22,3.5
Mali,2021-01-23,1.5
Mali,2021-01-24,0.5
Mali,2021-01-25,-1
Mali,2021-01-26,0
Mali,2021-01-27,0.5
Mali,2021-01-28,-1
Mali,2021-01-29,-4
Mali,2021-01-30,-6
Mali,2021-01-31,-4.5
Mali,2021-02-01,-7
Mali,2021-02-02,-8
Mali,2021-02-03,-6
Mali,2021-02-04,-7
Mali,2021-02-05,-8
Mali,2021-02-06,-7.5
Mali,2021-02-07,-4
Mali,2021-02-08,-8
Malta,2020-02-15,-1
Malta,2020-02-16,-1
Malta,2020-02-17,-1
Malta,2020-02-18,-1
Malta,2020-02-19,-1
Malta,2020-02-20,-1
Malta,2020-02-21,-1
Malta,2020-02-22,-2
Malta,2020-02-23,-3
Malta,2020-02-24,0
Malta,2020-02-25,-1
Malta,2020-02-26,1
Malta,2020-02-27,1
Malta,2020-02-28,0
Malta,2020-02-29,0
Malta,2020-03-01,-1
Malta,2020-03-02,0
Malta,2020-03-03,1
Malta,2020-03-04,1
Malta,2020-03-05,0
Malta,2020-03-06,0
Malta,2020-03-07,1
Malta,2020-03-08,1
Malta,2020-03-09,1
Malta,2020-03-10,2
Malta,2020-03-11,2
Malta,2020-03-12,5
Malta,2020-03-13,13
Malta,2020-03-14,11
Malta,2020-03-15,12
Malta,2020-03-16,16
Malta,2020-03-17,19
Malta,2020-03-18,20
Malta,2020-03-19,31
Malta,2020-03-20,26
Malta,2020-03-21,21
Malta,2020-03-22,20
Malta,2020-03-23,24
Malta,2020-03-24,25
Malta,2020-03-25,27
Malta,2020-03-26,27
Malta,2020-03-27,28
Malta,2020-03-28,20
Malta,2020-03-29,19
Malta,2020-03-30,27
Malta,2020-03-31,32
Malta,2020-04-01,25
Malta,2020-04-02,27
Malta,2020-04-03,30
Malta,2020-04-04,21
Malta,2020-04-05,18
Malta,2020-04-06,24
Malta,2020-04-07,25
Malta,2020-04-08,25
Malta,2020-04-09,26
Malta,2020-04-10,37
Malta,2020-04-11,20
Malta,2020-04-12,19
Malta,2020-04-13,26
Malta,2020-04-14,26
Malta,2020-04-15,25
Malta,2020-04-16,26
Malta,2020-04-17,28
Malta,2020-04-18,19
Malta,2020-04-19,17
Malta,2020-04-20,25
Malta,2020-04-21,24
Malta,2020-04-22,24
Malta,2020-04-23,25
Malta,2020-04-24,27
Malta,2020-04-25,17
Malta,2020-04-26,16
Malta,2020-04-27,23
Malta,2020-04-28,21
Malta,2020-04-29,24
Malta,2020-04-30,22
Malta,2020-05-01,31
Malta,2020-05-02,17
Malta,2020-05-03,14
Malta,2020-05-04,21
Malta,2020-05-05,21
Malta,2020-05-06,21
Malta,2020-05-07,22
Malta,2020-05-08,23
Malta,2020-05-09,14
Malta,2020-05-10,13
Malta,2020-05-11,20
Malta,2020-05-12,20
Malta,2020-05-13,21
Malta,2020-05-14,20
Malta,2020-05-15,22
Malta,2020-05-16,13
Malta,2020-05-17,12
Malta,2020-05-18,20
Malta,2020-05-19,20
Malta,2020-05-20,20
Malta,2020-05-21,20
Malta,2020-05-22,20
Malta,2020-05-23,11
Malta,2020-05-24,9
Malta,2020-05-25,17
Malta,2020-05-26,17
Malta,2020-05-27,19
Malta,2020-05-28,17
Malta,2020-05-29,18
Malta,2020-05-30,11
Malta,2020-05-31,7
Malta,2020-06-01,16
Malta,2020-06-02,15
Malta,2020-06-03,15
Malta,2020-06-04,16
Malta,2020-06-05,16
Malta,2020-06-06,8
Malta,2020-06-07,5
Malta,2020-06-08,13
Malta,2020-06-09,13
Malta,2020-06-10,12
Malta,2020-06-11,12
Malta,2020-06-12,12
Malta,2020-06-13,4
Malta,2020-06-14,3
Malta,2020-06-15,12
Malta,2020-06-16,12
Malta,2020-06-17,11
Malta,2020-06-18,11
Malta,2020-06-19,10
Malta,2020-06-20,3
Malta,2020-06-21,3
Malta,2020-06-22,10
Malta,2020-06-23,10
Malta,2020-06-24,9
Malta,2020-06-25,9
Malta,2020-06-26,8
Malta,2020-06-27,1
Malta,2020-06-28,0
Malta,2020-06-29,13
Malta,2020-06-30,7
Malta,2020-07-01,6
Malta,2020-07-02,7
Malta,2020-07-03,6
Malta,2020-07-04,1
Malta,2020-07-05,1
Malta,2020-07-06,6
Malta,2020-07-07,6
Malta,2020-07-08,5
Malta,2020-07-09,6
Malta,2020-07-10,5
Malta,2020-07-11,0
Malta,2020-07-12,-1
Malta,2020-07-13,5
Malta,2020-07-14,5
Malta,2020-07-15,4
Malta,2020-07-16,5
Malta,2020-07-17,4
Malta,2020-07-18,-1
Malta,2020-07-19,-1
Malta,2020-07-20,5
Malta,2020-07-21,4
Malta,2020-07-22,4
Malta,2020-07-23,4
Malta,2020-07-24,4
Malta,2020-07-25,-1
Malta,2020-07-26,-1
Malta,2020-07-27,4
Malta,2020-07-28,5
Malta,2020-07-29,4
Malta,2020-07-30,5
Malta,2020-07-31,4
Malta,2020-08-01,0
Malta,2020-08-02,0
Malta,2020-08-03,5
Malta,2020-08-04,5
Malta,2020-08-05,5
Malta,2020-08-06,5
Malta,2020-08-07,5
Malta,2020-08-08,1
Malta,2020-08-09,1
Malta,2020-08-10,6
Malta,2020-08-11,6
Malta,2020-08-12,7
Malta,2020-08-13,8
Malta,2020-08-14,8
Malta,2020-08-15,5
Malta,2020-08-16,2
Malta,2020-08-17,8
Malta,2020-08-18,8
Malta,2020-08-19,8
Malta,2020-08-20,8
Malta,2020-08-21,8
Malta,2020-08-22,2
Malta,2020-08-23,2
Malta,2020-08-24,7
Malta,2020-08-25,7
Malta,2020-08-26,6
Malta,2020-08-27,7
Malta,2020-08-28,6
Malta,2020-08-29,1
Malta,2020-08-30,1
Malta,2020-08-31,7
Malta,2020-09-01,6
Malta,2020-09-02,6
Malta,2020-09-03,7
Malta,2020-09-04,6
Malta,2020-09-05,0
Malta,2020-09-06,2
Malta,2020-09-07,7
Malta,2020-09-08,14
Malta,2020-09-09,6
Malta,2020-09-10,6
Malta,2020-09-11,6
Malta,2020-09-12,2
Malta,2020-09-13,5
Malta,2020-09-14,10
Malta,2020-09-15,7
Malta,2020-09-16,7
Malta,2020-09-17,7
Malta,2020-09-18,5
Malta,2020-09-19,0
Malta,2020-09-20,1
Malta,2020-09-21,13
Malta,2020-09-22,6
Malta,2020-09-23,7
Malta,2020-09-24,7
Malta,2020-09-25,7
Malta,2020-09-26,3
Malta,2020-09-27,5
Malta,2020-09-28,7
Malta,2020-09-29,7
Malta,2020-09-30,6
Malta,2020-10-01,6
Malta,2020-10-02,6
Malta,2020-10-03,2
Malta,2020-10-04,3
Malta,2020-10-05,7
Malta,2020-10-06,6
Malta,2020-10-07,7
Malta,2020-10-08,7
Malta,2020-10-09,7
Malta,2020-10-10,2
Malta,2020-10-11,3
Malta,2020-10-12,10
Malta,2020-10-13,8
Malta,2020-10-14,8
Malta,2020-10-15,9
Malta,2020-10-16,8
Malta,2020-10-17,5
Malta,2020-10-18,5
Malta,2020-10-19,10
Malta,2020-10-20,9
Malta,2020-10-21,9
Malta,2020-10-22,10
Malta,2020-10-23,9
Malta,2020-10-24,5
Malta,2020-10-25,5
Malta,2020-10-26,9
Malta,2020-10-27,11
Malta,2020-10-28,9
Malta,2020-10-29,10
Malta,2020-10-30,10
Malta,2020-10-31,4
Malta,2020-11-01,4
Malta,2020-11-02,10
Malta,2020-11-03,10
Malta,2020-11-04,10
Malta,2020-11-05,10
Malta,2020-11-06,10
Malta,2020-11-07,6
Malta,2020-11-08,6
Malta,2020-11-09,10
Malta,2020-11-10,10
Malta,2020-11-11,10
Malta,2020-11-12,10
Malta,2020-11-13,10
Malta,2020-11-14,5
Malta,2020-11-15,6
Malta,2020-11-16,10
Malta,2020-11-17,12
Malta,2020-11-18,10
Malta,2020-11-19,11
Malta,2020-11-20,12
Malta,2020-11-21,8
Malta,2020-11-22,10
Malta,2020-11-23,11
Malta,2020-11-24,11
Malta,2020-11-25,10
Malta,2020-11-26,10
Malta,2020-11-27,9
Malta,2020-11-28,7
Malta,2020-11-29,9
Malta,2020-11-30,9
Malta,2020-12-01,9
Malta,2020-12-02,10
Malta,2020-12-03,12
Malta,2020-12-04,10
Malta,2020-12-05,5
Malta,2020-12-06,8
Malta,2020-12-07,9
Malta,2020-12-08,19
Malta,2020-12-09,9
Malta,2020-12-10,10
Malta,2020-12-11,10
Malta,2020-12-12,6
Malta,2020-12-13,7
Malta,2020-12-14,9
Malta,2020-12-15,8
Malta,2020-12-16,8
Malta,2020-12-17,9
Malta,2020-12-18,8
Malta,2020-12-19,5
Malta,2020-12-20,8
Malta,2020-12-21,9
Malta,2020-12-22,7
Malta,2020-12-23,8
Malta,2020-12-24,12
Malta,2020-12-25,21
Malta,2020-12-26,11
Malta,2020-12-27,9
Malta,2020-12-28,14
Malta,2020-12-29,13
Malta,2020-12-30,12
Malta,2020-12-31,14
Malta,2021-01-01,22
Malta,2021-01-02,10
Malta,2021-01-03,6
Malta,2021-01-04,11
Malta,2021-01-05,11
Malta,2021-01-06,11
Malta,2021-01-07,13
Malta,2021-01-08,13
Malta,2021-01-09,7
Malta,2021-01-10,8
Malta,2021-01-11,10
Malta,2021-01-12,11
Malta,2021-01-13,10
Malta,2021-01-14,11
Malta,2021-01-15,10
Malta,2021-01-16,7
Malta,2021-01-17,7
Malta,2021-01-18,10
Malta,2021-01-19,9
Malta,2021-01-20,9
Malta,2021-01-21,10
Malta,2021-01-22,10
Malta,2021-01-23,6
Malta,2021-01-24,7
Malta,2021-01-25,9
Malta,2021-01-26,11
Malta,2021-01-27,10
Malta,2021-01-28,10
Malta,2021-01-29,9
Malta,2021-01-30,4
Malta,2021-01-31,6
Malta,2021-02-01,9
Malta,2021-02-02,9
Malta,2021-02-03,8
Malta,2021-02-04,8
Malta,2021-02-05,8
Malta,2021-02-06,3
Malta,2021-02-07,5
Malta,2021-02-08,8
Mauritius,2020-02-15,NA
Mauritius,2020-02-16,NA
Mauritius,2020-02-17,NA
Mauritius,2020-02-18,NA
Mauritius,2020-02-19,NA
Mauritius,2020-02-20,NA
Mauritius,2020-02-21,NA
Mauritius,2020-02-22,NA
Mauritius,2020-02-23,NA
Mauritius,2020-02-24,NA
Mauritius,2020-02-25,NA
Mauritius,2020-02-26,NA
Mauritius,2020-02-27,NA
Mauritius,2020-02-28,NA
Mauritius,2020-02-29,NA
Mauritius,2020-03-01,NA
Mauritius,2020-03-02,NA
Mauritius,2020-03-03,NA
Mauritius,2020-03-04,NA
Mauritius,2020-03-05,NA
Mauritius,2020-03-06,NA
Mauritius,2020-03-07,NA
Mauritius,2020-03-08,NA
Mauritius,2020-03-09,NA
Mauritius,2020-03-10,NA
Mauritius,2020-03-11,NA
Mauritius,2020-03-12,NA
Mauritius,2020-03-13,NA
Mauritius,2020-03-14,NA
Mauritius,2020-03-15,NA
Mauritius,2020-03-16,NA
Mauritius,2020-03-17,NA
Mauritius,2020-03-18,NA
Mauritius,2020-03-19,NA
Mauritius,2020-03-20,NA
Mauritius,2020-03-21,NA
Mauritius,2020-03-22,NA
Mauritius,2020-03-23,NA
Mauritius,2020-03-24,NA
Mauritius,2020-03-25,NA
Mauritius,2020-03-26,NA
Mauritius,2020-03-27,NA
Mauritius,2020-03-28,NA
Mauritius,2020-03-29,NA
Mauritius,2020-03-30,NA
Mauritius,2020-03-31,NA
Mauritius,2020-04-01,NA
Mauritius,2020-04-02,NA
Mauritius,2020-04-03,NA
Mauritius,2020-04-04,NA
Mauritius,2020-04-05,NA
Mauritius,2020-04-06,NA
Mauritius,2020-04-07,NA
Mauritius,2020-04-08,NA
Mauritius,2020-04-09,NA
Mauritius,2020-04-10,NA
Mauritius,2020-04-11,NA
Mauritius,2020-04-12,NA
Mauritius,2020-04-13,NA
Mauritius,2020-04-14,NA
Mauritius,2020-04-15,NA
Mauritius,2020-04-16,NA
Mauritius,2020-04-17,NA
Mauritius,2020-04-18,NA
Mauritius,2020-04-19,NA
Mauritius,2020-04-20,NA
Mauritius,2020-04-21,NA
Mauritius,2020-04-22,NA
Mauritius,2020-04-23,NA
Mauritius,2020-04-24,NA
Mauritius,2020-04-25,NA
Mauritius,2020-04-26,NA
Mauritius,2020-04-27,NA
Mauritius,2020-04-28,NA
Mauritius,2020-04-29,NA
Mauritius,2020-04-30,NA
Mauritius,2020-05-01,NA
Mauritius,2020-05-02,NA
Mauritius,2020-05-03,NA
Mauritius,2020-05-04,NA
Mauritius,2020-05-05,NA
Mauritius,2020-05-06,NA
Mauritius,2020-05-07,NA
Mauritius,2020-05-08,NA
Mauritius,2020-05-09,NA
Mauritius,2020-05-10,NA
Mauritius,2020-05-11,NA
Mauritius,2020-05-12,NA
Mauritius,2020-05-13,NA
Mauritius,2020-05-14,NA
Mauritius,2020-05-15,NA
Mauritius,2020-05-16,NA
Mauritius,2020-05-17,NA
Mauritius,2020-05-18,NA
Mauritius,2020-05-19,NA
Mauritius,2020-05-20,NA
Mauritius,2020-05-21,NA
Mauritius,2020-05-22,NA
Mauritius,2020-05-23,NA
Mauritius,2020-05-24,NA
Mauritius,2020-05-25,NA
Mauritius,2020-05-26,NA
Mauritius,2020-05-27,NA
Mauritius,2020-05-28,NA
Mauritius,2020-05-29,NA
Mauritius,2020-05-30,NA
Mauritius,2020-05-31,NA
Mauritius,2020-06-01,NA
Mauritius,2020-06-02,NA
Mauritius,2020-06-03,NA
Mauritius,2020-06-04,NA
Mauritius,2020-06-05,NA
Mauritius,2020-06-06,NA
Mauritius,2020-06-07,NA
Mauritius,2020-06-08,NA
Mauritius,2020-06-09,NA
Mauritius,2020-06-10,NA
Mauritius,2020-06-11,NA
Mauritius,2020-06-12,NA
Mauritius,2020-06-13,NA
Mauritius,2020-06-14,NA
Mauritius,2020-06-15,NA
Mauritius,2020-06-16,NA
Mauritius,2020-06-17,NA
Mauritius,2020-06-18,NA
Mauritius,2020-06-19,NA
Mauritius,2020-06-20,NA
Mauritius,2020-06-21,NA
Mauritius,2020-06-22,NA
Mauritius,2020-06-23,NA
Mauritius,2020-06-24,NA
Mauritius,2020-06-25,NA
Mauritius,2020-06-26,NA
Mauritius,2020-06-27,NA
Mauritius,2020-06-28,NA
Mauritius,2020-06-29,NA
Mauritius,2020-06-30,NA
Mauritius,2020-07-01,NA
Mauritius,2020-07-02,NA
Mauritius,2020-07-03,NA
Mauritius,2020-07-04,NA
Mauritius,2020-07-05,NA
Mauritius,2020-07-06,NA
Mauritius,2020-07-07,NA
Mauritius,2020-07-08,NA
Mauritius,2020-07-09,NA
Mauritius,2020-07-10,NA
Mauritius,2020-07-11,NA
Mauritius,2020-07-12,NA
Mauritius,2020-07-13,NA
Mauritius,2020-07-14,NA
Mauritius,2020-07-15,NA
Mauritius,2020-07-16,NA
Mauritius,2020-07-17,NA
Mauritius,2020-07-18,NA
Mauritius,2020-07-19,NA
Mauritius,2020-07-20,NA
Mauritius,2020-07-21,NA
Mauritius,2020-07-22,NA
Mauritius,2020-07-23,NA
Mauritius,2020-07-24,NA
Mauritius,2020-07-25,NA
Mauritius,2020-07-26,NA
Mauritius,2020-07-27,NA
Mauritius,2020-07-28,NA
Mauritius,2020-07-29,NA
Mauritius,2020-07-30,NA
Mauritius,2020-07-31,NA
Mauritius,2020-08-01,NA
Mauritius,2020-08-02,NA
Mauritius,2020-08-03,NA
Mauritius,2020-08-04,NA
Mauritius,2020-08-05,NA
Mauritius,2020-08-06,NA
Mauritius,2020-08-07,NA
Mauritius,2020-08-08,NA
Mauritius,2020-08-09,NA
Mauritius,2020-08-10,NA
Mauritius,2020-08-11,NA
Mauritius,2020-08-12,NA
Mauritius,2020-08-13,NA
Mauritius,2020-08-14,NA
Mauritius,2020-08-15,NA
Mauritius,2020-08-16,NA
Mauritius,2020-08-17,5.555555555555555
Mauritius,2020-08-18,5.111111111111111
Mauritius,2020-08-19,4.111111111111111
Mauritius,2020-08-20,3.888888888888889
Mauritius,2020-08-21,4.777777777777778
Mauritius,2020-08-22,4
Mauritius,2020-08-23,4
Mauritius,2020-08-24,6.111111111111111
Mauritius,2020-08-25,4.111111111111111
Mauritius,2020-08-26,3.5555555555555554
Mauritius,2020-08-27,3.111111111111111
Mauritius,2020-08-28,2.4444444444444446
Mauritius,2020-08-29,1
Mauritius,2020-08-30,1.5
Mauritius,2020-08-31,3.888888888888889
Mauritius,2020-09-01,3.6666666666666665
Mauritius,2020-09-02,2.7777777777777777
Mauritius,2020-09-03,3.2222222222222223
Mauritius,2020-09-04,3.2222222222222223
Mauritius,2020-09-05,2
Mauritius,2020-09-06,2
Mauritius,2020-09-07,5.111111111111111
Mauritius,2020-09-08,3
Mauritius,2020-09-09,4
Mauritius,2020-09-10,3
Mauritius,2020-09-11,NA
Mauritius,2020-09-12,NA
Mauritius,2020-09-13,NA
Mauritius,2020-09-14,NA
Mauritius,2020-09-15,NA
Mauritius,2020-09-16,NA
Mauritius,2020-09-17,NA
Mauritius,2020-09-18,NA
Mauritius,2020-09-19,NA
Mauritius,2020-09-20,NA
Mauritius,2020-09-21,NA
Mauritius,2020-09-22,NA
Mauritius,2020-09-23,NA
Mauritius,2020-09-24,NA
Mauritius,2020-09-25,NA
Mauritius,2020-09-26,NA
Mauritius,2020-09-27,NA
Mauritius,2020-09-28,NA
Mauritius,2020-09-29,NA
Mauritius,2020-09-30,NA
Mauritius,2020-10-01,NA
Mauritius,2020-10-02,NA
Mauritius,2020-10-03,NA
Mauritius,2020-10-04,NA
Mauritius,2020-10-05,NA
Mauritius,2020-10-06,NA
Mauritius,2020-10-07,NA
Mauritius,2020-10-08,NA
Mauritius,2020-10-09,NA
Mauritius,2020-10-10,NA
Mauritius,2020-10-11,NA
Mauritius,2020-10-12,NA
Mauritius,2020-10-13,NA
Mauritius,2020-10-14,NA
Mauritius,2020-10-15,NA
Mauritius,2020-10-16,NA
Mauritius,2020-10-17,NA
Mauritius,2020-10-18,NA
Mauritius,2020-10-19,NA
Mauritius,2020-10-20,NA
Mauritius,2020-10-21,NA
Mauritius,2020-10-22,NA
Mauritius,2020-10-23,NA
Mauritius,2020-10-24,NA
Mauritius,2020-10-25,NA
Mauritius,2020-10-26,NA
Mauritius,2020-10-27,NA
Mauritius,2020-10-28,NA
Mauritius,2020-10-29,NA
Mauritius,2020-10-30,NA
Mauritius,2020-10-31,NA
Mauritius,2020-11-01,NA
Mauritius,2020-11-02,NA
Mauritius,2020-11-03,NA
Mauritius,2020-11-04,NA
Mauritius,2020-11-05,NA
Mauritius,2020-11-06,NA
Mauritius,2020-11-07,NA
Mauritius,2020-11-08,NA
Mauritius,2020-11-09,NA
Mauritius,2020-11-10,NA
Mauritius,2020-11-11,NA
Mauritius,2020-11-12,NA
Mauritius,2020-11-13,NA
Mauritius,2020-11-14,NA
Mauritius,2020-11-15,NA
Mauritius,2020-11-16,NA
Mauritius,2020-11-17,NA
Mauritius,2020-11-18,NA
Mauritius,2020-11-19,NA
Mauritius,2020-11-20,NA
Mauritius,2020-11-21,NA
Mauritius,2020-11-22,NA
Mauritius,2020-11-23,NA
Mauritius,2020-11-24,NA
Mauritius,2020-11-25,NA
Mauritius,2020-11-26,NA
Mauritius,2020-11-27,NA
Mauritius,2020-11-28,NA
Mauritius,2020-11-29,NA
Mauritius,2020-11-30,NA
Mauritius,2020-12-01,NA
Mauritius,2020-12-02,NA
Mauritius,2020-12-03,NA
Mauritius,2020-12-04,NA
Mauritius,2020-12-05,NA
Mauritius,2020-12-06,NA
Mauritius,2020-12-07,NA
Mauritius,2020-12-08,NA
Mauritius,2020-12-09,NA
Mauritius,2020-12-10,NA
Mauritius,2020-12-11,NA
Mauritius,2020-12-12,NA
Mauritius,2020-12-13,NA
Mauritius,2020-12-14,NA
Mauritius,2020-12-15,NA
Mauritius,2020-12-16,NA
Mauritius,2020-12-17,NA
Mauritius,2020-12-18,NA
Mauritius,2020-12-19,NA
Mauritius,2020-12-20,NA
Mauritius,2020-12-21,NA
Mauritius,2020-12-22,NA
Mauritius,2020-12-23,NA
Mauritius,2020-12-24,NA
Mauritius,2020-12-25,NA
Mauritius,2020-12-26,NA
Mauritius,2020-12-27,NA
Mauritius,2020-12-28,NA
Mauritius,2020-12-29,NA
Mauritius,2020-12-30,NA
Mauritius,2020-12-31,NA
Mauritius,2021-01-01,NA
Mauritius,2021-01-02,NA
Mauritius,2021-01-03,NA
Mauritius,2021-01-04,NA
Mauritius,2021-01-05,NA
Mauritius,2021-01-06,NA
Mauritius,2021-01-07,NA
Mauritius,2021-01-08,NA
Mauritius,2021-01-09,NA
Mauritius,2021-01-10,NA
Mauritius,2021-01-11,NA
Mauritius,2021-01-12,NA
Mauritius,2021-01-13,NA
Mauritius,2021-01-14,NA
Mauritius,2021-01-15,NA
Mauritius,2021-01-16,NA
Mauritius,2021-01-17,NA
Mauritius,2021-01-18,NA
Mauritius,2021-01-19,NA
Mauritius,2021-01-20,NA
Mauritius,2021-01-21,NA
Mauritius,2021-01-22,NA
Mauritius,2021-01-23,NA
Mauritius,2021-01-24,NA
Mauritius,2021-01-25,NA
Mauritius,2021-01-26,NA
Mauritius,2021-01-27,NA
Mauritius,2021-01-28,NA
Mauritius,2021-01-29,NA
Mauritius,2021-01-30,NA
Mauritius,2021-01-31,NA
Mauritius,2021-02-01,NA
Mauritius,2021-02-02,NA
Mauritius,2021-02-03,NA
Mauritius,2021-02-04,NA
Mauritius,2021-02-05,NA
Mauritius,2021-02-06,NA
Mauritius,2021-02-07,NA
Mauritius,2021-02-08,NA
Mexico,2020-02-15,-1.2121212121212122
Mexico,2020-02-16,-0.7575757575757576
Mexico,2020-02-17,-2.212121212121212
Mexico,2020-02-18,-1.7878787878787878
Mexico,2020-02-19,-1.4848484848484849
Mexico,2020-02-20,-1.3636363636363635
Mexico,2020-02-21,-1.5454545454545454
Mexico,2020-02-22,-0.12121212121212122
Mexico,2020-02-23,-0.2727272727272727
Mexico,2020-02-24,-1.3333333333333333
Mexico,2020-02-25,-1
Mexico,2020-02-26,-0.9393939393939394
