study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_AN,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,X002_02B,V002,V002A,V002A_01,V001,V001A,V001A_01,X007,X026,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050885,2636,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,35,12.48,13.23,20180217,NA,NA,NA,128,en,2.61415567828011,2.8324437360179,0.56,UKI,UKI3,NA,NA,1,1,1,2,2,1,3,2,2,8,9,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,5,1,1,1,4,2,4,4,2,1,2,1,2,2,3,1,2,4,3,2,1,3,3,4,2,1,3,1,2,1,1,2,3,4,8,9,6,4,3,2,4,1,2,2,2,3,3,3,2,3,2,2,2,8,3,2,3,1,NA,82602,9,1,10,10,7,9,10,1,3,10,9,1,1,1,4,1,3,3,2,3,4,2,7,NA,6,1,0,1,0,0,3,1,3,4,2,10,4,8,8,7,5,8,1,3,1,1,4,3,2,1,1,1,2,4,4,1,1992,26,2,1,1,826,GB,1,826,GB,1,826,GB,6,2,0,4,4,2,NA,NA,5,3,0,1,1,NA,1,83,NA,6,NA,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050886,2636,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,49,14.07,14.56,20180217,NA,NA,NA,128,en,1.61915895281561,2.8324437360179,0.56,UKI,UKI3,NA,NA,1,1,1,1,2,2,3,1,2,9,7,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1,2,5,2,4,2,4,4,4,4,4,1,3,2,3,3,3,3,4,4,3,4,1,3,4,3,2,1,2,2,1,1,2,1,2,3,4,5,7,4,4,3,1,2,2,2,2,1,1,3,3,3,3,2,2,7,4,3,4,1,NA,82602,3,1,10,7,1,10,9,3,5,9,8,1,4,1,4,3,4,2,2,3,3,0,8,NA,7,2,0,0,0,0,1,4,6,1,1,10,10,10,10,10,10,10,1,1,0,NA,3,2,NA,2,2,3,2,4,4,1,1986,32,2,2,2,40,AT,0,380,IT,0,40,AT,1,1,0,2,7,3,7,3,7,3,3,2,1,1,2,NA,NA,1,NA,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050887,6285,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,42,15.18,16,20180309,NA,NA,NA,128,en,0.92698735964061,2.8324437360179,0.56,UKI,UKI3,NA,NA,1,1,2,1,2,3,1,1,1,9,8,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,4,2,3,2,4,2,4,1,1,1,1,1,1,1,3,4,3,3,1,3,4,1,2,1,1,1,2,1,1,1,2,8,7,3,5,2,1,2,3,3,2,2,2,2,2,2,2,3,2,2,2,8,3,2,3,2,NA,82601,6,7,10,8,9,10,8,1,7,9,8,1,1,1,4,2,4,2,1,2,4,2,2,NA,1,1,1,1,1,1,9,1,1,1,1,10,5,7,10,5,5,7,1,1,1,1,5,2,2,2,2,2,1,2,2,2,1968,50,4,3,1,826,GB,0,372,IE,1,826,GB,1,1,4,4,6,3,6,3,5,3,0,1,2,1,2,33,NA,2,25,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050888,6285,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,61,13.26,14.27,20180227,NA,NA,NA,128,en,1.14246050738635,2.8324437360179,0.56,UKI,UKI3,NA,NA,1,2,1,1,2,1,4,2,2,7,5,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,2,4,1,5,3,4,4,4,1,2,1,2,2,2,2,4,4,3,4,3,4,2,4,3,0,2,2,2,1,2,1,2,4,5,5,5,7,3,2,3,3,3,3,3,3,3,4,3,3,2,2,2,2,4,4,4,2,NA,82602,10,1,10,10,1,10,10,5,1,10,2,1,1,1,3,2,3,2,2,3,3,0,8,NA,7,2,0,0,0,0,1,2,5,2,1,10,7,10,10,3,2,5,1,1,1,2,5,3,3,2,2,2,3,4,4,1,1966,52,4,3,1,826,GB,0,372,IE,1,826,GB,6,1,0,1,5,3,NA,NA,2,1,2,1,7,NA,1,42,NA,3,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050889,6285,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,46,12.01,12.47,20180302,NA,NA,NA,128,en,2.7342540057347,2.8324437360179,0.56,UKI,UKI3,NA,NA,1,1,1,2,1,1,3,2,2,7,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,5,2,4,1,4,2,4,3,4,1,2,1,2,1,1,1,4,4,4,4,3,1,4,2,3,1,1,1,1,1,2,1,2,3,3,8,8,3,3,2,3,2,2,3,3,1,1,4,3,3,2,2,2,4,4,1,4,1,NA,82602,8,1,10,8,2,9,10,9,7,10,3,1,1,1,4,2,4,3,3,1,4,0,8,NA,7,3,0,0,0,0,2,1,1,1,1,10,5,8,10,8,2,8,2,1,1,3,4,2,3,2,3,3,2,4,2,1,1994,24,1,1,1,826,GB,1,826,GB,1,826,GB,6,1,0,2,3,2,NA,NA,6,3,6,3,1,NA,2,24,NA,1,NA,NA,NA,9
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050890,6285,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,67,16.03,17.1,20180313,NA,NA,NA,128,en,2.19103398438528,2.8324437360179,0.56,UKI,UKI3,NA,NA,2,1,1,1,2,2,1,1,1,10,6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,5,2,5,4,3,3,1,2,4,2,2,2,2,2,2,2,3,3,2,3,1,3,2,4,3,1,3,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,2,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,82602,NA,NA,10,5,NA,NA,10,NA,NA,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,1,1,1,1,1,1,10,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,2,2,2,2,1984,34,2,2,2,145,145,0,14,014,0,14,014,1,1,5,6,1,1,6,3,0,1,0,1,5,1,NA,NA,NA,8,21,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050891,6285,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,60,15.05,16.05,20180227,NA,NA,NA,128,en,0.978861224625032,2.8324437360179,0.56,UKI,UKI3,NA,NA,1,1,2,1,1,1,3,1,3,9,10,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,2,5,2,4,1,4,2,3,3,4,1,1,1,2,2,2,1,4,4,4,4,1,2,4,2,3,1,2,2,1,1,2,2,3,6,6,2,5,7,3,2,3,4,2,3,NA,2,2,3,4,NA,NA,NA,2,4,4,1,4,1,NA,82666,8,1,10,9,1,10,10,4,2,10,10,1,1,1,4,3,4,2,1,3,4,8,6,NA,7,1,0,0,0,0,5,1,1,1,1,1,7,6,6,1,NA,7,2,1,0,NA,5,2,2,1,1,1,3,4,2,2,1975,43,3,2,2,372,IE,0,372,IE,0,372,IE,1,1,0,2,6,3,6,3,2,1,0,1,1,1,2,12,NA,10,24,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050892,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,52,12.28,13.2,20180227,NA,NA,NA,128,en,0.92698735964061,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,2,2,1,1,4,2,2,8,8,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,2,5,2,4,1,5,2,4,2,4,1,2,1,2,1,1,3,4,4,3,4,3,1,2,4,3,0,3,3,1,1,1,1,2,1,5,7,7,6,3,2,2,2,1,3,2,2,2,3,3,3,2,2,2,3,4,2,4,1,NA,82602,10,1,10,10,1,10,10,5,1,10,6,1,1,1,3,3,4,2,1,2,4,0,8,NA,7,3,0,0,0,0,1,1,1,2,1,10,2,8,10,8,7,5,3,1,1,3,5,1,2,1,1,2,2,4,3,2,1971,47,4,2,2,276,DE,0,276,DE,0,34,034,1,1,1,3,6,3,6,3,3,2,3,2,2,1,3,33,NA,1,26,NA,NA,7
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050893,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,45,11.06,11.51,20180409,NA,NA,NA,128,en,1.63248100872026,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,4,2,3,1,1,3,4,7,10,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,4,2,3,3,4,3,4,1,2,2,3,2,2,3,3,3,2,3,2,1,3,4,2,1,3,1,3,1,3,2,3,NA,2,7,6,2,3,1,4,2,3,4,2,3,3,3,4,2,1,4,3,3,2,1,2,2,NA,82602,1,7,9,7,10,10,10,4,1,8,5,1,1,2,3,3,3,2,2,3,3,0,8,NA,7,2,0,0,1,1,4,1,7,1,1,10,6,10,10,7,1,7,2,4,1,2,4,4,3,2,2,3,4,3,4,2,1977,41,3,2,1,826,GB,1,826,GB,0,504,MA,4,1,3,3,1,1,NA,NA,0,1,0,1,2,NA,1,91,NA,NA,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050894,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,56,12.58,13.54,20180223,NA,NA,NA,128,en,2.7342540057347,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,2,1,2,2,1,4,2,3,7,7,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,5,1,5,3,4,2,3,2,NA,2,2,2,2,3,4,4,4,4,3,4,4,2,3,0,2,3,2,1,2,2,2,2,6,6,4,6,4,3,3,3,2,3,3,2,2,3,2,3,1,2,2,6,4,2,4,1,NA,82604,8,1,10,9,3,10,10,7,4,10,6,2,1,2,4,2,3,3,3,4,4,0,8,NA,7,3,0,0,0,0,1,2,4,1,1,10,3,10,10,9,9,10,1,1,1,NA,4,3,2,3,3,3,2,4,4,2,1994,24,1,1,1,826,GB,1,826,GB,1,826,GB,6,1,0,4,4,2,NA,NA,NA,NA,6,3,1,NA,2,NA,NA,1,NA,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050895,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,36,18.36,19.12,20180411,NA,NA,NA,128,en,1.14246050738635,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,2,2,1,1,3,1,2,8,9,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,5,2,4,2,5,1,3,2,4,1,1,1,2,1,1,2,4,4,4,4,1,3,1,3,1,0,1,1,1,1,1,1,3,4,7,5,7,3,4,3,2,4,2,4,2,2,2,3,3,2,2,1,4,3,4,4,4,1,NA,82602,8,10,10,9,1,10,10,1,3,10,6,1,1,1,4,1,3,3,1,1,4,1,6,NA,6,2,1,0,0,0,4,4,5,4,1,10,4,10,10,10,10,10,1,1,0,NA,5,2,2,2,4,4,3,4,4,1,1973,45,4,2,2,36,AU,0,372,IE,0,372,IE,1,1,2,4,6,3,6,3,0,1,0,1,1,1,2,25,NA,4,24,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050896,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,40,9.36,10.16,20180227,NA,NA,NA,128,en,1.20639216890671,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,1,1,2,1,4,1,1,7,10,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,1,2,1,5,1,4,3,4,1,2,1,1,1,1,3,4,4,4,4,3,1,3,4,2,0,1,2,1,1,3,3,3,5,2,9,5,5,2,2,4,3,3,3,2,2,2,4,4,4,2,3,2,1,4,1,4,1,NA,82666,10,1,10,5,1,10,10,5,1,10,2,1,1,1,4,1,1,2,1,1,4,0,8,NA,7,2,0,1,0,0,1,1,1,1,1,10,10,10,10,8,5,10,3,1,1,2,5,3,2,1,1,3,2,2,4,1,1977,41,3,2,1,826,GB,0,34,034,0,372,IE,1,1,1,3,6,3,6,3,NA,NA,NA,NA,7,1,NA,26,NA,1,13,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050897,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,58,11.11,12.09,20180223,NA,NA,NA,128,en,0.978861224625032,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,2,2,2,1,4,2,1,7,7,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,2,4,1,5,4,4,2,4,1,2,2,2,2,2,3,4,4,4,4,1,3,3,2,2,0,1,3,1,1,1,1,2,2,3,8,7,6,3,3,2,3,2,2,1,2,2,2,3,3,2,2,2,6,4,3,4,1,NA,82602,9,1,10,8,1,10,10,4,1,9,7,1,1,1,4,2,4,2,1,3,4,0,8,NA,7,2,0,0,0,0,1,2,4,1,2,10,6,8,10,5,5,7,2,1,1,2,5,2,2,2,2,2,2,3,3,2,1978,40,3,2,1,826,GB,0,36,AU,1,826,GB,1,1,3,5,6,3,6,3,6,3,6,3,2,2,1,24,NA,1,22,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050898,2921,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,58,10.36,11.34,20180227,NA,NA,NA,128,en,0.777415170880374,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,1,1,2,3,4,1,2,10,10,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,5,1,4,4,5,3,4,1,1,1,2,2,2,3,4,4,4,4,3,1,2,4,3,1,2,2,2,1,2,1,2,4,4,5,4,5,4,3,3,2,3,3,2,1,1,3,3,3,2,2,1,8,4,4,4,1,NA,82603,8,1,10,10,1,10,10,7,8,10,8,2,2,1,4,2,4,2,1,4,4,0,8,NA,7,2,0,0,0,0,1,2,1,2,1,10,8,9,6,9,9,9,5,2,1,3,5,1,3,3,3,2,2,4,4,1,1948,70,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,7,3,7,3,0,1,0,1,4,4,1,13,NA,3,24,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050899,3926,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,68,15.38,16.46,20180310,NA,NA,NA,128,en,1.31377835190361,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,2,2,2,2,1,1,2,9,7,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,5,1,2,4,4,2,3,2,3,1,2,2,2,2,2,2,3,4,3,2,1,3,3,4,2,1,2,3,2,1,2,2,2,5,7,7,7,3,1,2,3,3,2,2,2,3,3,2,3,3,2,2,2,7,3,2,4,1,NA,82602,7,7,10,8,3,6,9,3,3,9,8,4,4,2,3,2,3,3,2,2,3,2,1,NA,2,1,1,1,1,1,10,3,5,1,3,5,3,5,5,4,5,4,4,3,0,NA,4,2,3,1,2,2,2,2,2,2,1992,26,2,1,2,840,US,0,344,HK,0,344,HK,6,1,0,1,7,3,NA,NA,5,3,6,3,1,NA,1,23,NA,2,NA,NA,NA,7
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050900,3926,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,55,10,10.55,20180326,NA,NA,NA,128,en,0.978861224625032,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,1,1,3,1,1,1,1,10,8,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,1,2,4,1,2,4,2,2,1,1,1,1,2,2,2,2,2,1,3,3,1,3,3,1,2,4,3,1,1,1,3,1,3,1,1,7,10,10,8,10,3,3,3,3,1,2,2,4,4,1,2,4,2,2,3,5,1,1,1,2,NA,82602,7,8,6,7,5,7,10,2,5,10,8,1,1,1,3,3,3,3,3,3,2,0,6,NA,1,1,1,0,0,1,10,1,1,1,1,7,1,1,2,2,1,4,1,1,1,1,2,3,2,1,1,1,1,1,2,2,1982,36,3,2,2,18,018,0,18,018,0,18,018,1,1,3,3,5,3,5,3,2,1,7,3,3,1,NA,22,NA,2,52,NA,NA,7
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050901,3926,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,81,11.09,12.3,20180316,NA,NA,NA,128,en,2.0119423011811,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,3,2,1,1,4,2,3,9,8,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,4,2,4,4,3,3,4,1,2,2,2,2,2,2,3,3,3,3,3,1,2,4,3,0,1,1,1,1,2,2,2,5,5,5,5,5,4,2,3,3,3,2,3,3,3,2,2,3,2,2,3,5,4,4,4,1,NA,82602,5,5,10,5,2,10,10,5,7,10,5,2,3,1,3,1,4,3,1,3,4,0,8,NA,3,2,0,0,0,0,8,1,8,2,1,10,6,5,10,10,8,10,2,1,0,NA,4,1,2,1,2,2,2,3,3,1,1976,42,3,2,2,620,PT,0,620,PT,0,24,AO,3,1,2,1,1,1,NA,NA,0,1,NA,NA,3,NA,NA,83,NA,3,NA,NA,NA,3
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050902,3926,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,57,12.04,13.01,20180324,NA,NA,NA,128,en,2.12111425666892,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,1,2,1,2,1,2,3,2,4,5,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2,1,2,5,1,2,1,4,5,2,2,4,1,3,2,4,2,2,1,4,4,2,4,3,1,2,4,3,1,1,1,2,1,2,3,2,6,4,1,5,1,3,1,3,3,2,4,2,3,3,4,3,4,2,3,4,1,2,2,3,2,NA,82601,1,1,7,3,8,9,10,9,7,6,3,2,2,2,3,2,3,2,2,2,4,8,7,NA,1,2,1,1,1,1,3,1,7,1,1,6,2,6,6,8,3,6,6,2,1,2,3,4,3,2,3,3,1,3,2,2,1988,30,2,2,1,826,GB,1,826,GB,1,826,GB,4,1,2,1,4,2,NA,NA,2,1,0,1,1,NA,1,96,NA,3,NA,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050903,3926,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,95,12.52,14.27,20180309,NA,NA,NA,128,en,1.31377835190361,2.8324437360179,0.56,UKI,UKI4,NA,NA,2,1,1,2,3,1,4,2,2,5,10,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,3,3,2,4,2,4,2,4,1,4,1,2,2,2,1,3,3,2,3,3,2,2,1,2,0,2,1,4,2,3,3,2,4,5,5,5,5,3,1,3,3,1,2,2,2,2,2,3,3,3,3,2,5,2,2,1,2,NA,82666,5,4,5,5,8,5,10,4,5,8,5,3,3,1,3,2,3,NA,2,NA,3,0,6,NA,7,2,0,1,0,1,2,5,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,2,3,2,2,2,2,2,1,2,1992,26,2,1,1,826,GB,1,826,GB,1,826,GB,6,1,1,2,5,3,NA,NA,0,1,0,1,5,NA,1,53,NA,8,NA,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050904,3926,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,93,16.56,18.29,20180501,NA,NA,NA,128,en,1.31377835190361,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,2,1,1,2,2,1,2,3,7,6,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,4,2,4,2,4,2,2,4,5,2,2,1,2,2,2,2,3,4,2,4,3,1,1,2,2,1,1,2,2,1,1,1,2,4,6,4,9,3,3,1,3,2,2,3,1,2,2,3,3,2,1,3,2,4,4,2,3,2,NA,82603,2,2,9,7,6,9,9,9,8,9,7,2,1,2,1,1,3,2,3,2,4,5,4,NA,4,1,1,1,0,0,9,2,7,2,2,7,6,5,9,4,1,7,6,4,1,1,2,3,2,2,2,3,1,4,4,2,1988,30,2,2,1,826,GB,0,586,PK,0,34,034,6,2,2,6,6,3,NA,NA,3,2,0,1,1,NA,2,21,NA,7,NA,NA,NA,3
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050905,7301,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,53,19.37,20.3,20180315,NA,NA,NA,128,en,0.978861224625032,2.8324437360179,0.56,UKI,UKI4,NA,NA,2,2,1,1,1,1,4,2,2,7,7,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,5,2,5,1,5,4,5,4,4,2,2,1,2,2,2,4,4,4,3,4,3,4,4,3,2,0,1,3,2,1,1,1,2,3,2,8,8,5,3,3,3,2,3,4,2,2,2,3,3,3,2,3,2,3,4,3,4,2,NA,82606,9,1,10,6,2,10,10,4,2,9,6,1,1,1,4,2,4,3,1,2,3,0,7,NA,7,2,0,0,0,0,1,6,7,2,3,10,8,9,10,10,8,10,3,1,1,4,5,2,2,2,2,4,3,4,3,2,1982,36,3,2,1,826,GB,0,702,SG,1,826,GB,6,1,0,2,6,3,NA,NA,3,2,2,1,1,NA,1,25,NA,1,NA,NA,NA,10
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050906,7301,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,42,19.39,20.21,20180319,NA,NA,NA,128,en,2.12111425666892,2.8324437360179,0.56,UKI,UKI4,NA,NA,1,2,1,2,1,1,4,2,1,6,5,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1,2,1,5,5,5,5,5,1,2,1,4,3,3,3,4,4,4,4,3,1,2,4,3,0,1,3,1,1,1,1,2,2,6,10,10,5,3,3,4,2,3,3,2,3,3,3,3,4,3,4,4,1,4,1,4,1,NA,82602,10,3,10,10,1,10,10,8,1,8,5,1,1,2,4,1,1,4,2,1,4,0,7,NA,7,2,0,0,0,0,2,8,6,3,1,10,10,10,10,10,7,10,5,1,1,4,3,4,2,1,1,4,2,4,4,2,1989,29,2,1,2,18,018,1,826,GB,0,18,018,6,1,0,2,3,2,NA,NA,0,1,0,1,1,NA,2,33,NA,1,NA,NA,NA,9
